region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.47,0.21,80.77
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,20.39,5.77,39.47
Eastern,NPGCL,660.0,0.0,0.0,0.0,8.48,14.59,6.11,72.05
Eastern,NTPC Ltd.,10730.0,530.0,460.0,0.0,162.28,181.31,19.03,11.73
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,9.42,9.42,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.99,0.67,50.76
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.42,0.9,59.21
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.22,2.03,92.69
Eastern,Total,40797.5,1077.0,5803.0,1421.7,539.62,596.61,56.99,10.56
North Eastern,Assam,429.35,0.0,0.0,20.0,4.07,3.4,-0.67,-16.46
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.92,1.43,40.97
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.35,1.41,0.06,4.44
North Eastern,NEEPCO.,1727.0,75.0,200.0,155.5,24.37,23.89,-0.48,-1.97
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.52,0.42,20.0
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,6.79,-3.79,-35.82
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.69,2.37,17.79
North Eastern,Total,4265.45,96.0,471.0,223.5,59.28,58.62,-0.66,-1.11
